path_to_img,clarity
gs://ss_diamonds_dataset/VVS1/2102655.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220577-88.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220296-8.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220069-41.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2058229.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126091.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2098958.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2085909.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2073735.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221184-35.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220619-64.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2073053.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220364-112.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2129413.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/222150-222.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2120351.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221115-76.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105853.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2104595.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2085510.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2134867.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2093400.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220419-124.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2120806.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220543-258.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2104026.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220324-124.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2116344.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2049126.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220635-15.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2134697.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2108608.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220434-168.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2133113.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2025017.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2099878.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/227037-9.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220319-168.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2101837.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220432-73.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2125758.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220628-86.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221174-114.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2026537.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2086781.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2096592.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220524-268.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221180-129.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2127601.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221189-60.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2134696.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2081987.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2024485.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220591-68.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221232-184.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2116345.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2108153.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2059308.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2087460.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2129189.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221227-69.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2129412.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220343-316.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2073734.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126709.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2085908.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220282-128.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2102640.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126090.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2058228.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105885.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2106354.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221148-149.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2115328.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2118624.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/222179-105.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221166-66.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126906.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2081398.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2122355.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2102085.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220520-66.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2091835.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220138-197.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221014-338.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220347-120.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2100876.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2048629.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2049537.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220554-386.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221177-37.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2082646.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220547-251.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2114624.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2040507.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2120581.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2127588.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2136485.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2111012.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220324-7.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220401-57.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/222137-372.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2036136.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2115923.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220544-90.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2137566.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2070639.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/222074-145.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2085459.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2089263.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2004621.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2098408.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2102244.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220320-475.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2115710.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220354-33.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2103614.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220297-78.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220632-153.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220518-62.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2101771.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2045899.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2058606.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221148-215.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2103616.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2100479.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2091374.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221221-119.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221174-70.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2110130.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2087258.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220106-81.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2092899.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2031698.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2095890.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220329-25.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2119841.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221185-62.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2120756.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2100486.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2129014.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2100492.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2064114.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220439-45.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2111010.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2045333.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220400-124.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2124929.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221054-132.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221125-15.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2092325.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2123934.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2136487.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/214293-83.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2136478.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2056398.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2091837.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2079421.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2122357.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2111945.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2113015.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2028929.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2118626.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105663.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2039818.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126092.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2102642.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2130182.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220638-42.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126086.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2106356.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220221-69.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2128726.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2123667.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220577-74.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220621-455.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2075353.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2118197.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126079.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105878.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105850.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221097-62.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2085261.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2120805.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2098542.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2113203.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2067596.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220591-56.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2104031.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2090650.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2089301.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2133689.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220546-54.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220263-293.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220343-116.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220406-217.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2123317.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221189-62.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2133676.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220607-127.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2101820.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2114593.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221187-73.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2114592.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2125997.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2066676.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2124323.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220628-85.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2101835.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221179-134.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2024479.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2127602.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220319-87.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2110051.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221162-29.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2049124.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2089466.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2098543.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/222139-695.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221062-15.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2120804.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2085260.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221148-189.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220617-63.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2093827.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105851.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2138508.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2091956.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220385-90.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2123666.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2037161.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105879.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2118196.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2128055.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220642-62.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2102657.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126087.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126093.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2028914.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2077586.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2108420.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126905.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221203-106.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2118627.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2117514.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2066500.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2122356.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2050918.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221151-30.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221203-80.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2136479.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2108597.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2116971.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/223366-61.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2100875.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126118.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2099271.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2136486.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2092324.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2056400.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2040504.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2120596.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2082645.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2104420.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2124928.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2103429.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2069814.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221179-31.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2098635.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220532-164.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221149-563.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2137559.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2064115.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2079636.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2137565.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2072993.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2127762.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220537-55.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2099926.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2092898.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2095891.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220297-47.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2127945.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2087259.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2052470.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/227054-13.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2100478.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2091359.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2095881.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221167-21.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2119663.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220552-105.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2131879.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2103613.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2094209.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/111000-7103.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2129011.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220439-40.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2064111.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2101789.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2115924.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220233-101.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2099922.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2058818.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221160-5.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2088191.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2119850.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2137561.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2123514.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2115918.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2133288.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220393-33.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2134295.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2123931.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126691.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220568-109.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2136482.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221131-59.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221179-21.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220276-83.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2117316.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2107850.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2067168.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2122352.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2090292.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2137039.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2135148.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2134256.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126108.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2127216.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2102647.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2135955.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2028910.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2126097.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2106347.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2101428.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2119267.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221161-40.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2106353.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2102653.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2078855.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2108418.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2118623.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2098989.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2093604.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2095261.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2098745.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220385-94.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2039606.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2104593.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105855.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2065179.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2037159.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2125561.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2105869.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220272-287.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2128737.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2096542.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2059333.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2115887.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2115139.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2116430.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2129818.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2099117.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2121288.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2012130.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2025944.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220546-51.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2103997.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2047119.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2116342.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220465-149.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2108154.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2062399.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2138929.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2096218.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2129824.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2104008.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/221179-130.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/220474-20.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2124327.jpg,VVS1
gs://ss_diamonds_dataset/VVS1/2024441.jpg,VVS1
